,blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,lat,lng,building,addr,postal,SUBZONE_NO,SUBZONE_N,SUBZONE_C,PLN_AREA_N,PLN_AREA_C,REGION_N,REGION_C
6357,413A,FERNVALE LINK,23,2002,Y,N,N,N,N,N,SK,122,0,0,0,39,83,0,0,0,0,0,0,0,1.38930680618338,103.878729319261,CORAL VALE,413A FERNVALE LINK CORAL VALE SINGAPORE 791413,791413,6,FERNVALE,SESZ06,SENGKANG,SE,NORTH-EAST REGION,NER
6358,413A,NORTHSHORE DR,25,2021,Y,N,N,N,N,N,PG,112,0,26,58,28,0,0,0,0,0,0,0,0,1.41618883370018,103.90016457514,WATERFRONT I @ NORTHSHORE,413A NORTHSHORE DRIVE WATERFRONT I @ NORTHSHORE SINGAPORE 821413,821413,1,NORTHSHORE,PGSZ01,PUNGGOL,PG,NORTH-EAST REGION,NER
6359,413A,WOODLANDS ST 41,5,1994,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42797432607608,103.772253719555,MULTI STOREY CAR PARK,413A WOODLANDS STREET 41 MULTI STOREY CAR PARK SINGAPORE 731413,731413,5,WOODGROVE,WDSZ05,WOODLANDS,WD,NORTH REGION,NR
6360,413B,FERNVALE LINK,23,2002,Y,N,N,N,N,N,SK,122,0,0,0,39,83,0,0,0,0,0,0,0,1.38971066595273,103.878686138516,CORAL VALE,413B FERNVALE LINK CORAL VALE SINGAPORE 792413,792413,6,FERNVALE,SESZ06,SENGKANG,SE,NORTH-EAST REGION,NER
6361,413B,NORTHSHORE DR,20,2021,Y,N,N,N,N,N,PG,135,0,98,19,18,0,0,0,0,0,0,0,0,1.41675087503069,103.900540950368,WATERFRONT I @ NORTHSHORE,413B NORTHSHORE DRIVE WATERFRONT I @ NORTHSHORE SINGAPORE 822413,822413,1,NORTHSHORE,PGSZ01,PUNGGOL,PG,NORTH-EAST REGION,NER
6362,413C,NORTHSHORE DR,25,2021,Y,N,N,Y,N,N,PG,109,0,26,39,44,0,0,0,0,0,0,0,0,1.41703649391814,103.900922125364,WATERFRONT I @ NORTHSHORE,413C NORTHSHORE DRIVE WATERFRONT I @ NORTHSHORE SINGAPORE 823413,823413,1,NORTHSHORE,PGSZ01,PUNGGOL,PG,NORTH-EAST REGION,NER
6363,414,ANG MO KIO AVE 10,12,1978,Y,N,N,Y,N,N,AMK,132,0,0,0,132,0,0,0,0,0,0,0,0,1.36390466431674,103.853913839503,TECK GHEE HEARTLANDS,414 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560414,560414,3,CHONG BOON,AMSZ03,ANG MO KIO,AM,NORTH-EAST REGION,NER
6364,414,BEDOK NTH AVE 2,25,1978,Y,N,N,N,N,N,BD,96,0,0,0,0,96,0,0,0,0,0,0,0,1.33004344242587,103.929931844469,GARDEN HILL,414 BEDOK NORTH AVENUE 2 GARDEN HILL SINGAPORE 460414,460414,4,BEDOK NORTH,BDSZ04,BEDOK,BD,EAST REGION,ER
6365,414,BT BATOK WEST AVE 4,12,1985,Y,N,N,N,N,N,BB,110,0,0,66,44,0,0,0,0,0,0,0,0,1.36357610603461,103.74597741135,NIL,414 BUKIT BATOK WEST AVENUE 4 SINGAPORE 650414,650414,2,HONG KAH NORTH,BKSZ02,BUKIT BATOK,BK,WEST REGION,WR
6366,414,C'WEALTH AVE WEST,25,1977,Y,N,N,N,N,N,CL,96,0,0,0,0,96,0,0,0,0,0,0,0,1.31158107279643,103.771625045985,NIL,414 COMMONWEALTH AVENUE WEST SINGAPORE 120414,120414,7,CLEMENTI WOODS,CLSZ07,CLEMENTI,CL,WEST REGION,WR
6367,414,CHOA CHU KANG AVE 4,12,1991,Y,N,N,N,N,N,CCK,91,0,0,0,69,22,0,0,0,0,0,0,0,1.38216660471552,103.742248296899,NIL,414 CHOA CHU KANG AVENUE 4 SINGAPORE 680414,680414,4,PENG SIANG,CKSZ04,CHOA CHU KANG,CK,WEST REGION,WR
6368,414,EUNOS RD 5,4,1984,Y,Y,N,N,N,N,GL,27,0,0,27,0,0,0,0,0,0,0,0,0,1.31811559287301,103.898220673165,NIL,414 EUNOS ROAD 5 SINGAPORE 400414,400414,5,GEYLANG EAST,GLSZ05,GEYLANG,GL,CENTRAL REGION,CR
6369,414,FERNVALE LINK,1,2015,N,N,N,N,N,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38976181454591,103.880095373369,FERNVALE RIVERBOW,414 FERNVALE LINK FERNVALE RIVERBOW SINGAPORE 790414,790414,6,FERNVALE,SESZ06,SENGKANG,SE,NORTH-EAST REGION,NER
6370,414,HOUGANG AVE 10,13,1984,Y,N,N,Y,N,N,HG,96,0,0,0,96,0,0,0,0,0,0,0,0,1.37490432557755,103.895995988554,PCF SPARKLETOTS PRESCHOOL @ BEDOK RESERVOIR-PUNGGOL BLK 414 (KN),414 HOUGANG AVENUE 10 PCF SPARKLETOTS PRESCHOOL @ BEDOK RESERVOIR-PUNGGOL BLK 414 (KN) SINGAPORE 530414,530414,3,HOUGANG EAST,HGSZ03,HOUGANG,HG,NORTH-EAST REGION,NER
6371,414,JURONG WEST ST 42,12,1983,Y,Y,N,N,N,N,JW,109,0,0,0,109,0,0,0,0,0,0,0,0,1.35281998847227,103.726034867574,NIL,414 JURONG WEST STREET 42 SINGAPORE 640414,640414,3,HONG KAH,JWSZ03,JURONG WEST,JW,WEST REGION,WR
6372,414,PASIR RIS DR 6,13,1989,Y,N,N,N,N,N,PRC,72,0,0,0,48,24,0,0,0,0,0,0,0,1.37244558096567,103.956149923828,NIL,414 PASIR RIS DRIVE 6 SINGAPORE 510414,510414,5,PASIR RIS DRIVE,PRSZ05,PASIR RIS,PR,EAST REGION,ER
6373,414,PANDAN GDNS,12,1978,Y,Y,N,N,N,N,JE,110,0,0,0,110,0,0,0,0,0,0,0,0,1.32008314222894,103.747247313974,NIL,414 PANDAN GARDENS SINGAPORE 600414,600414,9,TEBAN GARDENS,JESZ09,JURONG EAST,JE,WEST REGION,WR
6374,414,SAUJANA RD,4,1988,Y,N,N,N,N,N,BP,20,0,0,0,17,3,0,0,0,0,0,0,0,1.38273377745725,103.76905568204,NIL,414 SAUJANA ROAD SINGAPORE 670414,670414,3,FAJAR,BPSZ03,BUKIT PANJANG,BP,WEST REGION,WR
6375,414,SERANGOON CTRL,11,1988,Y,N,N,N,N,N,SGN,60,0,0,0,40,20,0,0,0,0,0,0,0,1.34880894396479,103.874405968198,NIL,414 SERANGOON CENTRAL SINGAPORE 550414,550414,7,UPPER PAYA LEBAR,SGSZ07,SERANGOON,SG,NORTH-EAST REGION,NER
6376,414,SEMBAWANG DR,14,1999,Y,N,N,N,N,N,SB,91,0,0,0,26,65,0,0,0,0,0,0,0,1.45132454894718,103.818031195261,NIL,414 SEMBAWANG DRIVE SINGAPORE 750414,750414,4,SEMBAWANG NORTH,SBSZ04,SEMBAWANG,SB,NORTH REGION,NR
6377,414,TAMPINES ST 41,10,1985,Y,N,N,Y,N,N,TAP,108,0,0,0,108,0,0,0,0,0,0,0,0,1.35981195619451,103.946549508112,SUN PLAZA VIEW,414 TAMPINES STREET 41 SUN PLAZA VIEW SINGAPORE 520414,520414,2,TAMPINES EAST,TMSZ02,TAMPINES,TM,EAST REGION,ER
6378,414,WOODLANDS ST 41,13,1994,Y,N,N,N,N,N,WL,64,0,0,0,20,44,0,0,0,0,0,0,0,1.42790632290388,103.773387862138,NIL,414 WOODLANDS STREET 41 SINGAPORE 730414,730414,5,WOODGROVE,WDSZ05,WOODLANDS,WD,NORTH REGION,NR
6379,414,YISHUN RING RD,2,1992,N,Y,N,N,N,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42452849112151,103.84659554729,OCBC YISHUN RING ROAD - FAIRPRICE,414 YISHUN RING ROAD OCBC YISHUN RING ROAD - FAIRPRICE SINGAPORE 760414,760414,3,YISHUN EAST,YSSZ03,YISHUN,YS,NORTH REGION,NR
6380,414A,FERNVALE LINK,22,2014,Y,N,N,N,N,N,SK,147,0,0,84,63,0,0,0,0,0,0,0,0,1.38958310807082,103.87947708432,FERNVALE RIVERBOW,414A FERNVALE LINK FERNVALE RIVERBOW SINGAPORE 791414,791414,6,FERNVALE,SESZ06,SENGKANG,SE,NORTH-EAST REGION,NER
6381,414B,FERNVALE LINK,22,2014,Y,N,N,Y,N,N,SK,147,0,0,84,63,0,0,0,0,0,0,0,0,1.39001961783905,103.879574314696,FERNVALE RIVERBOW,414B FERNVALE LINK FERNVALE RIVERBOW SINGAPORE 792414,792414,6,FERNVALE,SESZ06,SENGKANG,SE,NORTH-EAST REGION,NER
6382,415,ANG MO KIO AVE 10,12,1978,Y,N,N,Y,N,N,AMK,176,0,0,0,176,0,0,0,0,0,0,0,0,1.36445335577543,103.853655233672,PCF SPARKLETOTS PRESCHOOL @ TECK GHEE 415 (CC),415 ANG MO KIO AVENUE 10 PCF SPARKLETOTS PRESCHOOL @ TECK GHEE 415 (CC) SINGAPORE 560415,560415,3,CHONG BOON,AMSZ03,ANG MO KIO,AM,NORTH-EAST REGION,NER
6383,415,BEDOK NTH AVE 2,25,1978,Y,N,N,N,N,N,BD,96,0,0,0,0,96,0,0,0,0,0,0,0,1.32964999532963,103.930260606366,GARDEN HILL,415 BEDOK NORTH AVENUE 2 GARDEN HILL SINGAPORE 460415,460415,4,BEDOK NORTH,BDSZ04,BEDOK,BD,EAST REGION,ER
6384,415,BT BATOK WEST AVE 4,4,1986,Y,Y,N,Y,N,N,BB,16,0,0,10,6,0,0,0,0,0,0,0,0,1.36326631474153,103.74655731459,THE MORAL CHILDCARE CENTRE,415 BUKIT BATOK WEST AVENUE 4 THE MORAL CHILDCARE CENTRE SINGAPORE 650415,650415,2,HONG KAH NORTH,BKSZ02,BUKIT BATOK,BK,WEST REGION,WR
6385,415,C'WEALTH AVE WEST,25,1977,Y,Y,N,N,N,N,CL,96,0,0,0,0,96,0,0,0,0,0,0,0,1.31098804719696,103.771585053355,NIL,415 COMMONWEALTH AVENUE WEST SINGAPORE 120415,120415,7,CLEMENTI WOODS,CLSZ07,CLEMENTI,CL,WEST REGION,WR
6386,415,CHOA CHU KANG AVE 4,4,1991,Y,N,N,N,N,N,CCK,32,0,0,0,26,6,0,0,0,0,0,0,0,1.38274610888732,103.742446143166,NIL,415 CHOA CHU KANG AVENUE 4 SINGAPORE 680415,680415,4,PENG SIANG,CKSZ04,CHOA CHU KANG,CK,WEST REGION,WR
6387,415,EUNOS RD 5,17,1984,Y,N,N,Y,N,N,GL,116,0,0,0,72,44,0,0,0,0,0,0,0,1.31822661859534,103.897854941374,NIL,415 EUNOS ROAD 5 SINGAPORE 400415,400415,5,GEYLANG EAST,GLSZ05,GEYLANG,GL,CENTRAL REGION,CR
6388,415,FERNVALE LINK,1,2016,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38923617679652,103.879906183759,FERNVALE RIVERBOW,415 FERNVALE LINK FERNVALE RIVERBOW SINGAPORE 790415,790415,6,FERNVALE,SESZ06,SENGKANG,SE,NORTH-EAST REGION,NER
6389,415,HOUGANG AVE 10,10,1984,Y,N,N,Y,N,N,HG,108,0,0,72,36,0,0,0,0,0,0,0,0,1.37517507468581,103.896537715818,HARMONY VIEW,415 HOUGANG AVENUE 10 HARMONY VIEW SINGAPORE 530415,530415,3,HOUGANG EAST,HGSZ03,HOUGANG,HG,NORTH-EAST REGION,NER
6390,415,JURONG WEST ST 42,12,1983,Y,N,N,N,N,N,JW,88,0,0,0,12,76,0,0,0,0,0,0,0,1.35282431865817,103.724982266808,NIL,415 JURONG WEST STREET 42 SINGAPORE 640415,640415,3,HONG KAH,JWSZ03,JURONG WEST,JW,WEST REGION,WR
6391,415,PANDAN GDNS,4,1978,Y,Y,N,N,N,N,JE,30,0,0,28,0,0,0,0,0,0,0,2,0,1.32076543342048,103.748258626828,NIL,415 PANDAN GARDENS SINGAPORE 600415,600415,9,TEBAN GARDENS,JESZ09,JURONG EAST,JE,WEST REGION,WR
6392,415,PASIR RIS DR 6,13,1989,Y,N,N,Y,N,N,PRC,72,0,0,0,48,24,0,0,0,0,0,0,0,1.3719536014019,103.956353802014,NIL,415 PASIR RIS DRIVE 6 SINGAPORE 510415,510415,5,PASIR RIS DRIVE,PRSZ05,PASIR RIS,PR,EAST REGION,ER
6393,415,SAUJANA RD,11,1988,Y,N,N,N,N,N,BP,80,0,0,0,44,36,0,0,0,0,0,0,0,1.38335905386749,103.768931967946,NIL,415 SAUJANA ROAD SINGAPORE 670415,670415,3,FAJAR,BPSZ03,BUKIT PANJANG,BP,WEST REGION,WR
6394,415,SERANGOON CTRL,11,1988,Y,N,N,N,N,N,SGN,60,0,0,0,40,20,0,0,0,0,0,0,0,1.34979652655763,103.874499574976,NIL,415 SERANGOON CENTRAL SINGAPORE 550415,550415,7,UPPER PAYA LEBAR,SGSZ07,SERANGOON,SG,NORTH-EAST REGION,NER
6395,415,SEMBAWANG DR,14,1999,Y,N,N,N,N,N,SB,65,0,0,0,0,0,65,0,0,0,0,0,0,1.45162631706751,103.81857298042,NIL,415 SEMBAWANG DRIVE SINGAPORE 750415,750415,4,SEMBAWANG NORTH,SBSZ04,SEMBAWANG,SB,NORTH REGION,NR
6396,415,TAMPINES ST 41,4,1985,Y,N,N,N,N,N,TAP,23,0,0,14,8,1,0,0,0,0,0,0,0,1.3594587451825,103.946965691919,SUN PLAZA VIEW,415 TAMPINES STREET 41 SUN PLAZA VIEW SINGAPORE 520415,520415,2,TAMPINES EAST,TMSZ02,TAMPINES,TM,EAST REGION,ER
6397,415,WOODLANDS ST 41,13,1994,Y,N,N,N,N,N,WL,64,0,0,0,20,44,0,0,0,0,0,0,0,1.42790621947847,103.774008312859,NIL,415 WOODLANDS STREET 41 SINGAPORE 730415,730415,5,WOODGROVE,WDSZ05,WOODLANDS,WD,NORTH REGION,NR
6398,415,YISHUN AVE 11,10,1992,Y,Y,N,N,N,N,YS,74,0,0,0,37,37,0,0,0,0,0,0,0,1.42444263730394,103.845870092641,NIL,415 YISHUN AVENUE 11 SINGAPORE 760415,760415,3,YISHUN EAST,YSSZ03,YISHUN,YS,NORTH REGION,NR
6399,415A,FERNVALE LINK,22,2014,Y,N,N,Y,N,N,SK,147,0,0,0,84,63,0,0,0,0,0,0,0,1.38900620596043,103.879367596607,PCF SPARKLETOTS PRESCHOOL@SENGKANG WEST 415A (CC),415A FERNVALE LINK PCF SPARKLETOTS PRESCHOOL@SENGKANG WEST 415A (CC) SINGAPORE 791415,791415,6,FERNVALE,SESZ06,SENGKANG,SE,NORTH-EAST REGION,NER
6400,415A,NORTHSHORE DR,26,2021,Y,N,N,N,N,N,PG,148,0,0,0,75,73,0,0,0,0,0,0,0,1.4166307861995,103.89948833933,WATERFRONT I @ NORTHSHORE,415A NORTHSHORE DRIVE WATERFRONT I @ NORTHSHORE SINGAPORE 821415,821415,1,NORTHSHORE,PGSZ01,PUNGGOL,PG,NORTH-EAST REGION,NER
6401,415A,SEMBAWANG DR,1,1999,N,N,N,N,N,Y,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45188168476075,103.818665235954,NIL,415A SEMBAWANG DRIVE SINGAPORE 751415,751415,4,SEMBAWANG NORTH,SBSZ04,SEMBAWANG,SB,NORTH REGION,NR
6402,415B,FERNVALE LINK,21,2014,Y,N,N,N,N,N,SK,142,0,0,0,62,80,0,0,0,0,0,0,0,1.38884403585275,103.880083476817,FERNVALE RIVERBOW,415B FERNVALE LINK FERNVALE RIVERBOW SINGAPORE 792415,792415,6,FERNVALE,SESZ06,SENGKANG,SE,NORTH-EAST REGION,NER
6403,415B,NORTHSHORE DR,19,2021,Y,N,N,N,N,N,PG,93,0,0,0,58,35,0,0,0,0,0,0,0,1.417186983477,103.900034140723,WATERFRONT I @ NORTHSHORE,415B NORTHSHORE DRIVE WATERFRONT I @ NORTHSHORE SINGAPORE 822415,822415,1,NORTHSHORE,PGSZ01,PUNGGOL,PG,NORTH-EAST REGION,NER
6404,415C,FERNVALE LINK,21,2014,Y,N,N,N,N,N,SK,143,0,0,0,61,82,0,0,0,0,0,0,0,1.38931984965925,103.88050116533,FERNVALE RIVERBOW,415C FERNVALE LINK FERNVALE RIVERBOW SINGAPORE 793415,793415,6,FERNVALE,SESZ06,SENGKANG,SE,NORTH-EAST REGION,NER
6405,415C,NORTHSHORE DR,19,2021,Y,N,N,N,N,N,PG,70,0,0,0,70,0,0,0,0,0,0,0,0,1.41744806971584,103.900302527175,WATERFRONT I @ NORTHSHORE,415C NORTHSHORE DRIVE WATERFRONT I @ NORTHSHORE SINGAPORE 823415,823415,1,NORTHSHORE,PGSZ01,PUNGGOL,PG,NORTH-EAST REGION,NER
6406,415D,NORTHSHORE DR,25,2021,Y,N,N,N,N,N,PG,124,0,0,0,77,47,0,0,0,0,0,0,0,1.41763017913453,103.90055293079,WATERFRONT I @ NORTHSHORE,415D NORTHSHORE DRIVE WATERFRONT I @ NORTHSHORE SINGAPORE 824415,824415,1,NORTHSHORE,PGSZ01,PUNGGOL,PG,NORTH-EAST REGION,NER
6407,416,ANG MO KIO AVE 10,14,1978,Y,Y,N,N,N,N,AMK,188,0,0,158,24,1,3,0,0,0,0,2,0,1.3645417089084,103.855103690549,TECK GHEE HEARTLANDS,416 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560416,560416,3,CHONG BOON,AMSZ03,ANG MO KIO,AM,NORTH-EAST REGION,NER
6408,416,BEDOK NTH AVE 2,9,1978,Y,Y,N,N,N,N,BD,156,0,0,138,14,3,1,0,0,0,0,0,0,1.32839984517259,103.930682461317,UOB SDB CENTRE - BEDOK,416 BEDOK NORTH AVENUE 2 UOB SDB CENTRE - BEDOK SINGAPORE 460416,460416,4,BEDOK NORTH,BDSZ04,BEDOK,BD,EAST REGION,ER
6409,416,BT BATOK WEST AVE 4,12,1985,Y,N,N,N,N,N,BB,110,0,0,66,44,0,0,0,0,0,0,0,0,1.36323334513612,103.745988532649,NIL,416 BUKIT BATOK WEST AVENUE 4 SINGAPORE 650416,650416,2,HONG KAH NORTH,BKSZ02,BUKIT BATOK,BK,WEST REGION,WR
6410,416,CANBERRA RD,14,1999,Y,N,N,N,N,N,SB,65,0,0,0,0,0,65,0,0,0,0,0,0,1.45187860111274,103.818911242365,NIL,416 CANBERRA ROAD SINGAPORE 750416,750416,4,SEMBAWANG NORTH,SBSZ04,SEMBAWANG,SB,NORTH REGION,NR
6411,416,CHOA CHU KANG AVE 4,15,1991,Y,N,N,N,N,N,CCK,80,0,0,0,38,42,0,0,0,0,0,0,0,1.38334049587446,103.742083284398,NIL,416 CHOA CHU KANG AVENUE 4 SINGAPORE 680416,680416,4,PENG SIANG,CKSZ04,CHOA CHU KANG,CK,WEST REGION,WR
6412,416,CLEMENTI AVE 1,40,2012,Y,N,N,N,N,N,CL,222,0,0,0,74,148,0,0,0,0,0,0,0,1.31033592235344,103.771355673383,CASA CLEMENTI,416 CLEMENTI AVENUE 1 CASA CLEMENTI SINGAPORE 120416,120416,7,CLEMENTI WOODS,CLSZ07,CLEMENTI,CL,WEST REGION,WR
6413,416,EUNOS RD 5,4,1984,Y,Y,N,N,N,N,GL,27,0,0,27,0,0,0,0,0,0,0,0,0,1.31796227298756,103.897452715277,NIL,416 EUNOS ROAD 5 SINGAPORE 400416,400416,5,GEYLANG EAST,GLSZ05,GEYLANG,GL,CENTRAL REGION,CR
6414,416,FERNVALE LINK,1,2016,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39024804995207,103.880154762176,FERNVALE RIVERBOW,416 FERNVALE LINK FERNVALE RIVERBOW SINGAPORE 790416,790416,6,FERNVALE,SESZ06,SENGKANG,SE,NORTH-EAST REGION,NER
6415,416,HOUGANG AVE 10,10,1984,Y,N,N,N,N,N,HG,96,0,0,0,16,80,0,0,0,0,0,0,0,1.37568570260788,103.896283815056,HARMONY VIEW,416 HOUGANG AVENUE 10 HARMONY VIEW SINGAPORE 530416,530416,3,HOUGANG EAST,HGSZ03,HOUGANG,HG,NORTH-EAST REGION,NER
6416,416,JURONG WEST ST 42,12,1983,Y,N,N,N,N,N,JW,88,0,0,0,12,76,0,0,0,0,0,0,0,1.35242591430816,103.725924618185,NIL,416 JURONG WEST STREET 42 SINGAPORE 640416,640416,3,HONG KAH,JWSZ03,JURONG WEST,JW,WEST REGION,WR
6417,416,PANDAN GDNS,4,1978,Y,Y,N,N,N,N,JE,30,0,0,30,0,0,0,0,0,0,0,0,0,1.3210261097978,103.748313133948,NIL,416 PANDAN GARDENS SINGAPORE 600416,600416,9,TEBAN GARDENS,JESZ09,JURONG EAST,JE,WEST REGION,WR
6418,416,PASIR RIS DR 6,13,1989,Y,Y,N,N,N,N,PRC,96,0,0,0,72,24,0,0,0,0,0,0,0,1.37163660120977,103.955620745818,NIL,416 PASIR RIS DRIVE 6 SINGAPORE 510416,510416,5,PASIR RIS DRIVE,PRSZ05,PASIR RIS,PR,EAST REGION,ER
6419,416,SAUJANA RD,12,1988,Y,Y,N,N,N,N,BP,110,0,0,0,110,0,0,0,0,0,0,0,0,1.38319686732574,103.76845411079,NIL,416 SAUJANA ROAD SINGAPORE 670416,670416,3,FAJAR,BPSZ03,BUKIT PANJANG,BP,WEST REGION,WR
6420,416,SERANGOON CTRL,11,1988,Y,N,N,N,N,N,SGN,60,0,0,0,40,20,0,0,0,0,0,0,0,1.35020561451168,103.87481852314,NIL,416 SERANGOON CENTRAL SINGAPORE 550416,550416,7,UPPER PAYA LEBAR,SGSZ07,SERANGOON,SG,NORTH-EAST REGION,NER
6421,416,TAMPINES ST 41,12,1985,Y,N,N,N,N,N,TAP,88,0,0,0,88,0,0,0,0,0,0,0,0,1.35915490215513,103.947401738253,SUN PLAZA VIEW,416 TAMPINES STREET 41 SUN PLAZA VIEW SINGAPORE 520416,520416,2,TAMPINES EAST,TMSZ02,TAMPINES,TM,EAST REGION,ER
6422,416,WOODLANDS ST 41,13,1994,Y,N,N,N,N,N,WL,64,0,0,0,20,44,0,0,0,0,0,0,0,1.42836949933467,103.773759968493,NIL,416 WOODLANDS STREET 41 SINGAPORE 730416,730416,5,WOODGROVE,WDSZ05,WOODLANDS,WD,NORTH REGION,NR
6423,416,YISHUN AVE 11,10,1992,Y,N,N,N,N,N,YS,66,0,0,0,41,25,0,0,0,0,0,0,0,1.42373289076121,103.846082250956,NIL,416 YISHUN AVENUE 11 SINGAPORE 760416,760416,3,YISHUN EAST,YSSZ03,YISHUN,YS,NORTH REGION,NR
6424,416A,CLEMENTI AVE 1,2,2011,N,N,N,N,Y,N,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30982536445828,103.77007316985,CASA CLEMENTI,416A CLEMENTI AVENUE 1 CASA CLEMENTI SINGAPORE 121416,121416,7,CLEMENTI WOODS,CLSZ07,CLEMENTI,CL,WEST REGION,WR
6425,416A,FERNVALE LINK,22,2014,Y,N,N,Y,N,N,SK,147,0,0,0,84,63,0,0,0,0,0,0,0,1.39061195455357,103.879963568325,PCF SPARKLETOTS PRESCHOOL @ SENGKANG WEST BLK 416A (KN),416A FERNVALE LINK PCF SPARKLETOTS PRESCHOOL @ SENGKANG WEST BLK 416A (KN) SINGAPORE 791416,791416,6,FERNVALE,SESZ06,SENGKANG,SE,NORTH-EAST REGION,NER
6426,416B,FERNVALE LINK,21,2014,Y,N,N,N,N,N,SK,140,0,0,0,61,79,0,0,0,0,0,0,0,1.39048519034443,103.880509545623,FERNVALE RIVERBOW,416B FERNVALE LINK FERNVALE RIVERBOW SINGAPORE 792416,792416,6,FERNVALE,SESZ06,SENGKANG,SE,NORTH-EAST REGION,NER
6427,416C,FERNVALE LINK,21,2014,Y,N,N,N,N,N,SK,141,0,0,0,61,80,0,0,0,0,0,0,0,1.38979947929697,103.88064410102,FERNVALE RIVERBOW,416C FERNVALE LINK FERNVALE RIVERBOW SINGAPORE 793416,793416,6,FERNVALE,SESZ06,SENGKANG,SE,NORTH-EAST REGION,NER
6428,417,ANG MO KIO AVE 10,14,1978,Y,N,N,N,N,N,AMK,208,0,0,182,26,0,0,0,0,0,0,0,0,1.36495953274783,103.855197097728,TECK GHEE HEARTLANDS,417 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560417,560417,3,CHONG BOON,AMSZ03,ANG MO KIO,AM,NORTH-EAST REGION,NER
6429,417,BEDOK NTH AVE 2,25,1978,Y,N,N,N,N,N,BD,96,0,0,0,0,96,0,0,0,0,0,0,0,1.32757551222487,103.930482353534,GARDEN HILL,417 BEDOK NORTH AVENUE 2 GARDEN HILL SINGAPORE 460417,460417,4,BEDOK NORTH,BDSZ04,BEDOK,BD,EAST REGION,ER
6430,417,BT BATOK WEST AVE 4,12,1985,Y,N,N,Y,N,N,BB,132,0,0,66,66,0,0,0,0,0,0,0,0,1.3629029334905,103.746483437421,DBS BUKIT BATOK WEST AVENUE 4,417 BUKIT BATOK WEST AVENUE 4 DBS BUKIT BATOK WEST AVENUE 4 SINGAPORE 650417,650417,2,HONG KAH NORTH,BKSZ02,BUKIT BATOK,BK,WEST REGION,WR
6431,417,CANBERRA RD,14,1999,Y,N,N,Y,N,N,SB,91,0,0,0,26,65,0,0,0,0,0,0,0,1.45199817874292,103.819475589257,NIL,417 CANBERRA ROAD SINGAPORE 750417,750417,4,SEMBAWANG NORTH,SBSZ04,SEMBAWANG,SB,NORTH REGION,NR
6432,417,CHOA CHU KANG AVE 4,15,1991,Y,N,N,Y,N,N,CCK,90,0,0,0,64,26,0,0,0,0,0,0,0,1.38296498350584,103.741578052416,NIL,417 CHOA CHU KANG AVENUE 4 SINGAPORE 680417,680417,4,PENG SIANG,CKSZ04,CHOA CHU KANG,CK,WEST REGION,WR
6433,417,CLEMENTI AVE 1,20,2011,Y,N,N,N,N,N,CL,136,0,0,68,68,0,0,0,0,0,0,0,0,1.31022566649471,103.770901847179,CASA CLEMENTI,417 CLEMENTI AVENUE 1 CASA CLEMENTI SINGAPORE 120417,120417,7,CLEMENTI WOODS,CLSZ07,CLEMENTI,CL,WEST REGION,WR
6434,417,EUNOS RD 5,17,1984,Y,N,N,N,N,N,GL,116,0,0,0,72,44,0,0,0,0,0,0,0,1.31807285075693,103.897087501294,NIL,417 EUNOS ROAD 5 SINGAPORE 400417,400417,5,GEYLANG EAST,GLSZ05,GEYLANG,GL,CENTRAL REGION,CR
6435,417,FAJAR RD,4,1988,Y,N,N,N,N,N,BP,48,0,0,0,30,18,0,0,0,0,0,0,0,1.38394433275237,103.768093178816,NIL,417 FAJAR ROAD SINGAPORE 670417,670417,3,FAJAR,BPSZ03,BUKIT PANJANG,BP,WEST REGION,WR
6436,417,FERNVALE LINK,6,2017,N,Y,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39158622983505,103.879874611419,FERNVALE RIVERWALK,417 FERNVALE LINK FERNVALE RIVERWALK SINGAPORE 790417,790417,6,FERNVALE,SESZ06,SENGKANG,SE,NORTH-EAST REGION,NER
6437,417,HOUGANG AVE 8,13,1988,Y,N,N,N,N,N,HG,108,0,0,0,84,24,0,0,0,0,0,0,0,1.37645924477185,103.894857328635,NIL,417 HOUGANG AVENUE 8 SINGAPORE 530417,530417,3,HOUGANG EAST,HGSZ03,HOUGANG,HG,NORTH-EAST REGION,NER
